0.5057142857142857,0.014285714285714285,0.008571428571428572,0.017142857142857144,0.10857142857142857,0.25142857142857145,0,32,40,6,0,37,0,0,3,6,0,1,0.04285714285714286,0.19714285714285715,0.2,0.19714285714285715,0.1742857142857143,0.14857142857142858,0.23714285714285716,0.045714285714285714,0.03428571428571429,0.025714285714285714,0.045714285714285714,0.017142857142857144,0.037142857142857144,IN
0.28535246939636977,0.003588011819333052,0.00021105951878429716,0.013929928239763613,0.16061629379485015,0.26509075559307727,25,302,556,152,7,418,7,20,13,159,7,2,0.05107640354579992,0.19818488813845506,0.2239341494301393,0.19818488813845506,0.1500633178556353,0.10953989024905023,0.20768256648374842,0.03862389193752638,0.03946813001266357,0.045588856057408186,0.042845082313212324,0.04221190375685943,0.060996200928661884,IN
0.2928372563907871,0.0037965072133637054,0.0010124019235636548,0.025816249050873197,0.2012148823082764,0.260946595798532,41,416,437,104,7,183,8,1,30,104,3,1,0.038218172614527965,0.17868893950898507,0.19640597317134903,0.17868893950898507,0.18957226018729437,0.09162237408251075,0.21336370539104024,0.051632498101746395,0.03619336876740066,0.03644646924829157,0.0683371298405467,0.05264490002531005,0.04403948367501898,IN
0.34601769911504426,0.0,0.0,0.021238938053097345,0.1415929203539823,0.3274336283185841,18,204,134,30,1,59,1,1,0,21,0,1,0.04070796460176991,0.16902654867256636,0.16991150442477876,0.16902654867256636,0.13451327433628318,0.08938053097345133,0.2407079646017699,0.02831858407079646,0.03716814159292035,0.05663716814159292,0.05221238938053097,0.030973451327433628,0.04070796460176991,IN
0.23012259194395795,0.0002335084646818447,0.0,0.010858143607705779,0.1555166374781086,0.31710449503794513,82,1286,949,273,3,591,28,16,28,197,4,2,0.06713368359603035,0.15061295971978983,0.16567425569176883,0.15061295971978983,0.11500291885580852,0.0903677758318739,0.19439579684763572,0.03269118505545826,0.030239346176298892,0.040396964389959135,0.049737302977232924,0.053706946876824285,0.04658493870402802,IN
0.3731074260994953,0.0010814708002883922,0.0003604902667627974,0.011175198269646719,0.1647440519105984,0.2894736842105263,14,340,334,66,7,160,5,6,12,62,1,3,0.029560201874549386,0.18961788031723142,0.21088680605623647,0.18961788031723142,0.14816149963950973,0.09300648882480173,0.192141312184571,0.03208363374188897,0.033886085075702954,0.03857245854361932,0.046142754145638065,0.044700793078586876,0.06452775775054073,IN
0.5117845117845118,0.0,0.0,0.030303030303030304,0.16835016835016836,0.3602693602693603,0,62,30,16,0,14,1,1,3,9,0,0,0.030303030303030304,0.16161616161616163,0.1750841750841751,0.16161616161616163,0.12121212121212122,0.14814814814814814,0.16835016835016836,0.11447811447811448,0.08080808080808081,0.050505050505050504,0.05723905723905724,0.04040404040404041,0.020202020202020204,IN
0.5741444866920152,0.0038022813688212928,0.0038022813688212928,0.0076045627376425855,0.20912547528517111,0.3574144486692015,0,40,25,6,0,26,0,0,1,6,1,0,0.030418250950570342,0.1520912547528517,0.1444866920152091,0.1520912547528517,0.1482889733840304,0.10266159695817491,0.13307984790874525,0.06463878326996197,0.11406844106463879,0.030418250950570342,0.03802281368821293,0.030418250950570342,0.060836501901140684,IN
0.5860655737704918,0.0,0.0,0.03278688524590164,0.15163934426229508,0.36065573770491804,2,47,28,3,0,17,0,0,5,11,0,0,0.01639344262295082,0.20491803278688525,0.20081967213114754,0.20491803278688525,0.19262295081967212,0.09836065573770492,0.1557377049180328,0.0942622950819672,0.11475409836065574,0.03278688524590164,0.06147540983606557,0.045081967213114756,0.05737704918032787,IN
0.5529801324503312,0.0,0.0,0.04304635761589404,0.18543046357615894,0.347682119205298,3,50,27,11,0,21,0,0,4,7,0,0,0.03642384105960265,0.18874172185430463,0.18874172185430463,0.18874172185430463,0.16887417218543047,0.11258278145695365,0.11920529801324503,0.06622516556291391,0.08940397350993377,0.023178807947019868,0.04304635761589404,0.046357615894039736,0.06291390728476821,IN
0.475,0.0,0.0,0.0390625,0.1796875,0.309375,1,103,69,15,0,33,2,1,7,16,1,0,0.0296875,0.175,0.1703125,0.175,0.1171875,0.0921875,0.18125,0.046875,0.05625,0.04375,0.0421875,0.05,0.05,IN
0.4630541871921182,0.009852216748768473,0.006568144499178982,0.016420361247947456,0.180623973727422,0.3218390804597701,4,91,67,12,0,32,2,1,3,15,1,0,0.041050903119868636,0.16420361247947454,0.1839080459770115,0.16420361247947454,0.16091954022988506,0.090311986863711,0.13136288998357964,0.04597701149425287,0.052545155993431854,0.034482758620689655,0.04926108374384237,0.03776683087027915,0.052545155993431854,IN
0.5365853658536586,0.0,0.0,0.04878048780487805,0.14905149051490515,0.3089430894308943,4,48,45,10,0,24,2,0,1,18,1,0,0.02981029810298103,0.21680216802168023,0.21138211382113822,0.21680216802168023,0.15718157181571815,0.14363143631436315,0.19241192411924118,0.04878048780487805,0.06775067750677506,0.051490514905149054,0.051490514905149054,0.04065040650406504,0.032520325203252036,IN
